Creditor Name,Reasons for payment or transfer,Dates of Payments,Total,Address,Page Number
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,9/30/2022,$17.45,Address on File,81
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/9/2022,"$1,974.80",Address on File,81
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/9/2022,"$2,134.44",Address on File,81
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/9/2022,"$6,952.70",Address on File,81
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/9/2022,"$6,335.62",Address on File,81
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/9/2022,"$1,528.68",Address on File,81
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/9/2022,"$1,416.03",Address on File,81
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/9/2022,"$3,786.50",Address on File,81
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/9/2022,"$20,000.00",Address on File,81
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/28/2022,$414.26,Address on File,81
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/28/2022,$567.31,Address on File,81
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/8/2022,$264.75,Address on File,81
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/3/2022,"$10,126.75",Address on File,81
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/31/2022,"$10,892.86",Address on File,81
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/1/2022,"$15,507.18",Address on File,81
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/10/2022,"$5,825.41",Address on File,81
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/6/2022,"$41,535.94",Address on File,81
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/10/2022,"$4,932.54",Address on File,81
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/4/2022,"$14,532.14",Address on File,81
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/6/2022,"$57,535.99",Address on File,81
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/6/2022,"$6,581.16",Address on File,81
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/19/2022,"$1,450.23",Address on File,81
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/4/2022,"$10,408.29",Address on File,81
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/14/2022,"$1,762.34",Address on File,81
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,9/7/2022,"$35,000.00",Address on File,81
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/12/2022,"$27,845.73",Address on File,81
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/7/2022,"$8,101.34",Address on File,81
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/8/2022,"$2,941.58",Address on File,81
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/9/2022,"$3,775.74",Address on File,82
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,10/11/2022,"$15,000.00",Address on File,82
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,10/31/2022,"$40,000.00",Address on File,82
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/20/2022,"$5,520.14",Address on File,82
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/13/2022,"$6,139.94",Address on File,82
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/20/2022,"$4,657.84",Address on File,82
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/13/2022,"$28,177.17",Address on File,82
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,10/17/2022,"$10,000.00",Address on File,82
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,11/7/2022,"$15,000.00",Address on File,82
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,9/6/2022,"$1,134.44",Address on File,82
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,9/7/2022,$810.32,Address on File,82
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,9/18/2022,"$1,296.50",Address on File,82
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,9/19/2022,$810.32,Address on File,82
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,9/21/2022,$35.04,Address on File,82
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,9/21/2022,$810.32,Address on File,82
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,9/21/2022,$486.19,Address on File,82
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,9/22/2022,$972.38,Address on File,82
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,9/22/2022,"$1,834.55",Address on File,82
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,9/23/2022,$810.32,Address on File,82
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,10/1/2022,$405.16,Address on File,82
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,10/16/2022,$324.13,Address on File,82
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,10/18/2022,$162.06,Address on File,82
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,10/21/2022,$0.00,Address on File,82
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,10/25/2022,$516.12,Address on File,82
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,10/27/2022,"$10,000.00",Address on File,82
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,10/30/2022,$1.56,Address on File,82
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/8/2022,$820.61,Address on File,82
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/9/2022,$90.17,Address on File,82
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/3/2022,"$4,581.83",Address on File,82
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/10/2022,"$8,090.94",Address on File,82
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/28/2022,"$5,374.42",Address on File,82
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/28/2022,"$17,988.99",Address on File,82
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,10/24/2022,"$1,000,000.00",Address on File,82
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/8/2022,"$2,065.14",Address on File,82
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/8/2022,"$119,574.98",Address on File,82
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/3/2022,$972.47,Address on File,82
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/22/2022,"$2,626.29",Address on File,82
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/14/2022,"$3,261.56",Address on File,82
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/8/2022,"$12,421.06",Address on File,82
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/23/2022,"$16,044.24",Address on File,82
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/11/2022,"$10,280.71",Address on File,82
